organization_name,city,province,region,country,website,organization_type,sector,certification_date,estimated_expiry_date,certifier,source,cis_preselection_notes
LA RISORSA UMANA.IT S.R.L,BELLUNO,BL,Veneto,Italia,,azienda certificata PdR125,,2023-08-09,2026-08-09,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-08-09; scadenza stimata 2026-08-09 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
MU.BRE. COSTRUZIONI S.r.l.,Marostica,VI,Veneto,Italia,,azienda certificata PdR125,,2023-08-16,2026-08-16,CERTITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-08-16; scadenza stimata 2026-08-16 assumendo validità triennale; ente certificatore: CERTITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BIBIONE MARE SPA,S. MICHELE AL TAGLIAMENTO,VE,Veneto,Italia,,azienda certificata PdR125,,2023-08-23,2026-08-23,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-08-23; scadenza stimata 2026-08-23 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
FONDAZIONE PENTA ETS,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-08-23,2026-08-23,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-08-23; scadenza stimata 2026-08-23 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SMQ Servizi e Controlli Tecnici S.r.l.,Mogliano Veneto,TV,Veneto,Italia,,azienda certificata PdR125,,2023-08-29,2026-08-29,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-08-29; scadenza stimata 2026-08-29 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
STUDIO MARTINI INGEGNERIA S.R.L.,Mogliano Veneto,TV,Veneto,Italia,,azienda certificata PdR125,,2023-08-29,2026-08-29,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-08-29; scadenza stimata 2026-08-29 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TRE SINERGIE S.R.L.,Treviso,TV,Veneto,Italia,,azienda certificata PdR125,,2023-08-31,2026-08-31,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-08-31; scadenza stimata 2026-08-31 assumendo validità triennale; ente certificatore: GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
E-WORK S.P.A.,Verona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-09-04,2026-09-04,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-04; scadenza stimata 2026-09-04 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONSORZIO STABILE VIAGEST S.C. A R.L.,TAGLIO DI PO,RO,Veneto,Italia,,azienda certificata PdR125,,2023-09-08,2026-09-08,SMC Società Mediterranea Certificazioni S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-08; scadenza stimata 2026-09-08 assumendo validità triennale; ente certificatore: SMC Società Mediterranea Certificazioni S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
KSM S.p.A.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-09-11,2026-09-11,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-11; scadenza stimata 2026-09-11 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Wolf System S.r.l.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-09-11,2026-09-11,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-11; scadenza stimata 2026-09-11 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
DE ZOTTIS - S.P.A.,Breda di Piave,TV,Veneto,Italia,,azienda certificata PdR125,,2023-09-12,2026-09-12,DIMITTO Italia S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-12; scadenza stimata 2026-09-12 assumendo validità triennale; ente certificatore: DIMITTO Italia S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GBR ROSSETTO S.p.A.,Rubano,PD,Veneto,Italia,,azienda certificata PdR125,,2023-09-12,2026-09-12,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-12; scadenza stimata 2026-09-12 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CPL CONCORDIA SOC. COOP.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-09-15,2026-09-15,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-15; scadenza stimata 2026-09-15 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SOCIETA' COOPERATIVA CULTURE,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-09-15,2026-09-15,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-15; scadenza stimata 2026-09-15 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TELECOM ITALIA S.P.A.,VERONA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-09-18,2026-09-18,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-18; scadenza stimata 2026-09-18 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
S.T.E.P. S.R.L.,Portogruaro,VE,Veneto,Italia,,azienda certificata PdR125,,2023-09-19,2026-09-19,CERSIST S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-19; scadenza stimata 2026-09-19 assumendo validità triennale; ente certificatore: CERSIST S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
IMPRESA PELLEGRINI S.r.l.,Angiari,VE,Veneto,Italia,,azienda certificata PdR125,,2023-09-20,2026-09-20,TÜV NORD ITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-20; scadenza stimata 2026-09-20 assumendo validità triennale; ente certificatore: TÜV NORD ITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ITALBETON S.p.A.,Affi,VR,Veneto,Italia,,azienda certificata PdR125,,2023-09-27,2026-09-27,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-27; scadenza stimata 2026-09-27 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Dussmann Service S.r.l.,Marghera,VE,Veneto,Italia,,azienda certificata PdR125,,2023-09-28,2026-09-28,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-28; scadenza stimata 2026-09-28 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Montenegro S.r.l.,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-09-28,2026-09-28,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-28; scadenza stimata 2026-09-28 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
O.A.F.I. S.r.l.,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-09-28,2026-09-28,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-28; scadenza stimata 2026-09-28 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
MODE SYSTEM S.r.l.,Borgo Veneto,PD,Veneto,Italia,,azienda certificata PdR125,,2023-09-30,2026-09-30,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-09-30; scadenza stimata 2026-09-30 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Pedevilla S.p.A. - Società Benefit,Montebelluna,TV,Veneto,Italia,,azienda certificata PdR125,,2023-10-02,2026-10-02,DASA RÄGISTER S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-02; scadenza stimata 2026-10-02 assumendo validità triennale; ente certificatore: DASA RÄGISTER S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
OTB S.P.A,BREGANZE,VI,Veneto,Italia,,azienda certificata PdR125,,2023-10-03,2026-10-03,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-03; scadenza stimata 2026-10-03 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
DOLOMITI STRADE S.r.l.,Alpago,BL,Veneto,Italia,,azienda certificata PdR125,,2023-10-05,2026-10-05,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-05; scadenza stimata 2026-10-05 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
FASTWEB SPA,VERONA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-10-06,2026-10-06,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-06; scadenza stimata 2026-10-06 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GDS LIGHTING S.r.l.,Cornedo Vicentino,VI,Veneto,Italia,,azienda certificata PdR125,,2023-10-09,2026-10-09,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-09; scadenza stimata 2026-10-09 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GLOBAL DISPLAY SOLUTIONS S.p.A.,Motta di Livenza,TV,Veneto,Italia,,azienda certificata PdR125,,2023-10-09,2026-10-09,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-09; scadenza stimata 2026-10-09 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SACAIM S.p.A.,Marghera,VE,Veneto,Italia,,azienda certificata PdR125,,2023-10-09,2026-10-09,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-09; scadenza stimata 2026-10-09 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Forint S.p.a.,Vicenza,VI,Veneto,Italia,,azienda certificata PdR125,,2023-10-13,2026-10-13,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-13; scadenza stimata 2026-10-13 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VIVERACQUA S.C.A.R.L.,MONSELICE,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-13,2026-10-13,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-13; scadenza stimata 2026-10-13 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Digital Retex S.r.l.,Pianiga,VE,Veneto,Italia,,azienda certificata PdR125,,2023-10-16,2026-10-16,DASA RÄGISTER S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-16; scadenza stimata 2026-10-16 assumendo validità triennale; ente certificatore: DASA RÄGISTER S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Retex S.p.A. Società Benefit,Pianiga Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-10-16,2026-10-16,DASA RÄGISTER S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-16; scadenza stimata 2026-10-16 assumendo validità triennale; ente certificatore: DASA RÄGISTER S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TAPì SpA,Campodarsego,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-16,2026-10-16,INTERTEK ITALIA S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-16; scadenza stimata 2026-10-16 assumendo validità triennale; ente certificatore: INTERTEK ITALIA S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Cooperativa Sociale Nuova Sair,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-17,2026-10-17,"Perry Johnson Registrars, Inc.",Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-17; scadenza stimata 2026-10-17 assumendo validità triennale; ente certificatore: Perry Johnson Registrars, Inc.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
COSTRUZIONI IANNINI SRL,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-10-18,2026-10-18,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-18; scadenza stimata 2026-10-18 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CITY GREEN LIGHT S.p.A.,Vicenza,VI,Veneto,Italia,,azienda certificata PdR125,,2023-10-19,2026-10-19,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-19; scadenza stimata 2026-10-19 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GAMMA CHIMICA S.p.A.,TREVISO,TV,Veneto,Italia,,azienda certificata PdR125,,2023-10-20,2026-10-20,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-20; scadenza stimata 2026-10-20 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Consylio S.r.l.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-23,2026-10-23,DASA RÄGISTER S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-23; scadenza stimata 2026-10-23 assumendo validità triennale; ente certificatore: DASA RÄGISTER S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
EDILFLOOR S.p.A.,Sandrigo,VI,Veneto,Italia,,azienda certificata PdR125,,2023-10-23,2026-10-23,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-23; scadenza stimata 2026-10-23 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ERREGI COSTRUZIONI S.R.L.,DUE CARRARE,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-23,2026-10-23,ICIM S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-23; scadenza stimata 2026-10-23 assumendo validità triennale; ente certificatore: ICIM S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GEOSINTEX S.r.l.,Sandrigo,VI,Veneto,Italia,,azienda certificata PdR125,,2023-10-23,2026-10-23,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-23; scadenza stimata 2026-10-23 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Zucchetti S.p.A.,VERONA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-10-24,2026-10-24,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-24; scadenza stimata 2026-10-24 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Gruppo Gheron S.r.l.,Vigonza,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-25,2026-10-25,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-25; scadenza stimata 2026-10-25 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
